"id","name","gender","gender_probability","age","age_group","country_id","country_name","country_probability"
"019db3df-8581-704a-b30a-69c5516c4584","tariro nxumalo","female",0.69,50,"adult","ZW","Zimbabwe",0.49
"019db3df-8581-704a-b30a-72c0e65d4417","ouma bekele","male",0.86,33,"adult","ET","Ethiopia",0.16
"019db3df-8581-704a-b30a-90ebc0ad8949","grâce ouédraogo","female",0.85,49,"adult","NG","Nigeria",0.2
"019db3df-8581-704a-b30a-a62732c259d6","serge adomou","male",0.91,43,"adult","SL","Sierra Leone",0.68
"019db3df-8581-704a-b30a-ac0191ffcb0a","nana zinsou","male",0.78,46,"adult","ML","Mali",0.11
"019db3df-8581-704a-b30a-b7123b355096","jeanne lumumba","female",0.94,81,"senior","GA","Gabon",0.54
"019db3df-8581-704a-b30a-ce20513dbcd3","yeshi nxumalo","female",0.66,8,"child","TZ","Tanzania",0.85
"019db3df-8581-704a-b30a-d2110f28890b","afia camara","female",0.77,59,"adult","GH","Ghana",0.66
"019db3df-8581-704a-b30a-edc01df06af2","providence bomboko","female",0.98,53,"adult","CM","Cameroon",0.7
"019db3df-8581-704a-b30a-fa39a4d3f848","kojo zongo","male",0.71,80,"senior","BJ","Benin",0.61
"019db3df-8581-704a-b30a-fc0682c7cb20","lisa williams","female",0.72,48,"adult","FR","France",0.6
"019db3df-8581-704a-b30b-03e170054050","amina ahmed","female",0.9,85,"senior","ET","Ethiopia",0.52
"019db3df-8581-704a-b30b-16d737478631","farah mwangi","male",0.87,38,"adult","ET","Ethiopia",0.93
"019db3df-8581-704a-b30b-1f5121e16b1a","blessing eze","female",0.65,37,"adult","EH","Western Sahara",0.34
"019db3df-8581-704a-b30b-2df66ebd8bed","mamadou nwosu","male",0.84,52,"adult","BJ","Benin",0.17
"019db3df-8582-74e9-9ff3-be82533f783c","mengistu hassan","male",0.92,15,"teenager","KE","Kenya",0.47
"019db3df-8582-74e9-9ff3-db4ad7236d5e","nomsa nkosi","female",0.91,18,"teenager","ZA","South Africa",0.21
"019db3df-8582-74e9-9ff3-e9ebd903e1bf","akua babatunde","female",0.84,23,"adult","NG","Nigeria",0.45
"019db3df-8582-74e9-9ff3-f7f6145c853c","efua gbessi","female",0.95,58,"adult","BJ","Benin",0.93
"019db3df-8582-74e9-9ff3-fd8398f0ce27","david amoah","male",0.87,40,"adult","NG","Nigeria",0.17
"019db3df-8582-74e9-9ff4-04932d0d2acb","getachew tadesse","male",0.74,8,"child","ET","Ethiopia",0.87
"019db3df-8582-74e9-9ff4-08a4a8b4e386","yaw kaboré","male",0.8,42,"adult","BJ","Benin",0.79
"019db3df-8582-74e9-9ff4-18e1f5558a20","tigist mnguni","female",0.79,76,"senior","MU","Mauritius",0.55
"019db3df-8582-74e9-9ff4-1f8da93d6831","melissa harris","female",0.78,10,"child","CA","Canada",0.68
"019db3df-8582-74e9-9ff4-40cb46f88a9f","amanda brown","female",0.88,6,"child","FR","France",0.16
"019db3df-8582-74e9-9ff4-47e204e76b8a","omar girma","male",0.87,38,"adult","KM","Comoros",0.94
"019db3df-8582-74e9-9ff4-4b3bf2e69b7d","alemu kamau","male",0.73,41,"adult","KE","Kenya",0.27
"019db3df-8582-74e9-9ff4-502b3f1ee2dd","sarah thomas","female",0.98,51,"adult","GB","United Kingdom",0.84
"019db3df-8582-74e9-9ff4-57f4db080857","didier agbodji","male",0.69,15,"teenager","BJ","Benin",0.54
"019db3df-8582-74e9-9ff4-5c69f1680c8c","george miller","male",0.91,66,"senior","IN","India",0.91
"019db3df-8582-74e9-9ff4-88895bb32373","nadia berrada","female",0.95,13,"teenager","EG","Egypt",0.42
"019db3df-8582-74e9-9ff4-8d32a74a4c6d","kwame compaoré","male",0.98,7,"child","BJ","Benin",0.21
"019db3df-8582-74e9-9ff4-a5ba62e1f601","akua owusu","female",0.72,10,"child","NG","Nigeria",0.51
"019db3df-8582-74e9-9ff4-ae456817c3d5","fatoumata hounsou","female",0.8,51,"adult","LR","Liberia",0.75
"019db3df-8582-74e9-9ff4-bd483c93ebc4","abdi hassan","male",0.75,44,"adult","MG","Madagascar",0.84
"019db3df-8582-74e9-9ff4-c2dbbdd0bb35","zanele nkosi","female",0.71,27,"adult","MG","Madagascar",0.41
"019db3df-8582-74e9-9ff4-e4c1ac4048dd","jacques mobutu","male",0.76,12,"child","CM","Cameroon",0.29
"019db3df-8582-74e9-9ff4-ec3daf7cbf74","abena adeyemi","female",0.68,64,"senior","EH","Western Sahara",0.59
"019db3df-8582-74e9-9ff4-f2fb28b26b6e","samuel boateng","male",0.75,14,"teenager","SN","Senegal",0.36
"019db3df-8582-74e9-9ff5-066a2c76a63a","bekele tesfaye","male",0.85,78,"senior","MZ","Mozambique",0.12
"019db3df-8582-74e9-9ff5-5036e856a658","djeneba bah","female",0.77,47,"adult","GW","Guinea-Bissau",0.62
"019db3df-8582-74e9-9ff5-59aa27462ced","david sow","male",0.67,58,"adult","BJ","Benin",0.47
"019db3df-8582-74e9-9ff5-661f2b9fe302","kojo chukwu","male",0.72,5,"child","NG","Nigeria",0.25
"019db3df-8582-74e9-9ff5-74d3fbe81717","sarah brown","female",0.82,39,"adult","IN","India",0.92
"019db3df-8582-74e9-9ff5-784666bac65a","amina tadesse","female",0.71,74,"senior","SO","Somalia",0.69
"019db3df-8582-74e9-9ff5-85d85f50cdc7","yaw touré","male",0.85,33,"adult","GH","Ghana",0.62
"019db3df-8582-74e9-9ff5-9fd337464272","ahmed tazi","male",0.73,32,"adult","EG","Egypt",0.31
"019db3df-8582-74e9-9ff5-c16105f6a0fd","themba girma","male",0.71,8,"child","KE","Kenya",0.7
"019db3df-8582-74e9-9ff5-d53bf0180a46","michelle martin","female",0.8,22,"adult","BR","Brazil",0.92
"019db3df-8582-74e9-9ff5-de58aa22de99","coumba chukwu","female",0.95,22,"adult","MR","Mauritania",0.8
"019db3df-8582-74e9-9ff5-e12c661461ca","steven scott","male",0.78,21,"adult","DE","Germany",0.21
"019db3df-8582-74e9-9ff5-e61239ba412c","khaled berrada","male",0.92,35,"adult","MA","Morocco",0.34
"019db3df-8582-74e9-9ff5-ea556432ab7c","mutua kamau","male",0.73,29,"adult","RW","Rwanda",0.88
"019db3df-8583-74d3-86bf-6ed742f44db6","kojo amoah","male",0.73,48,"adult","CI","Côte d'Ivoire",0.56
"019db3df-8583-74d3-86bf-a66a2fff8c31","jama masondo","male",0.85,42,"adult","SO","Somalia",0.17
"019db3df-8583-74d3-86bf-b2a6eda77fd2","jeffrey perez","male",0.84,45,"adult","JP","Japan",0.34
"019db3df-8583-74d3-86bf-bf1b07921a43","bongani tesfaye","male",0.67,16,"teenager","SC","Seychelles",0.13
"019db3df-8583-74d3-86bf-c0a469f00bea","deborah williams","female",0.73,48,"adult","BR","Brazil",0.66
"019db3df-8583-74d3-86bf-c714565518f3","jeanne tshisekedi","female",0.98,5,"child","CD","DR Congo",0.53
"019db3df-8583-74d3-86bf-c9861b8ba17e","mpho dlamini","male",0.79,44,"adult","ZW","Zimbabwe",0.83
"019db3df-8583-74d3-86bf-f43f299d3713","halima hassan","female",0.72,35,"adult","SS","South Sudan",0.72
"019db3df-8583-74d3-86c0-0a1569ab402d","ayasha awino","female",0.75,58,"adult","ET","Ethiopia",0.33
"019db3df-8583-74d3-86c0-1285de89fdf2","thomas turner","male",0.68,28,"adult","CA","Canada",0.83
"019db3df-8583-74d3-86c0-163f42411663","faith sidibé","female",0.68,38,"adult","LR","Liberia",0.63
"019db3df-8583-74d3-86c0-2b5a4977f32c","jeffrey hill","male",0.74,47,"adult","GB","United Kingdom",0.52
"019db3df-8583-74d3-86c0-4ac62be3c36c","efua okafor","female",0.82,47,"adult","CI","Côte d'Ivoire",0.59
"019db3df-8583-74d3-86c0-526152bb3b92","adhiambo tesfaye","female",0.69,27,"adult","ET","Ethiopia",0.79
"019db3df-8583-74d3-86c0-62db863b9e4f","segun sidibé","male",0.85,89,"senior","ML","Mali",0.26
"019db3df-8583-74d3-86c0-6b47d06af26b","amina girma","female",0.87,58,"adult","TZ","Tanzania",0.52
"019db3df-8583-74d3-86c0-6e376b2c64c2","joseph chukwu","male",0.93,18,"teenager","NG","Nigeria",0.16
"019db3df-8583-74d3-86c0-8d3f30c929e8","jacques ondimba","male",0.67,20,"adult","CF","Central African Republic",0.94
"019db3df-8583-74d3-86c0-9095519acd2f","wangari mohamed","female",0.74,70,"senior","KE","Kenya",0.73
"019db3df-8583-74d3-86c0-9b5eaa6619ed","barbara carter","female",0.68,46,"adult","GB","United Kingdom",0.36
"019db3df-8583-74d3-86c0-9fa65aad0e24","louis bongo","male",0.9,7,"child","CD","DR Congo",0.62
"019db3df-8583-74d3-86c0-b6b492635c1d","estelle tchalla","female",0.97,58,"adult","GH","Ghana",0.82
"019db3df-8583-74d3-86c0-bd2b0e30f284","john nelson","male",0.91,38,"adult","US","United States",0.16
"019db3df-8583-74d3-86c0-c969335bd776","margaret edwards","female",0.79,49,"adult","US","United States",0.21
"019db3df-8583-74d3-86c0-de95c13877c2","aimée kalonji","female",0.98,15,"teenager","GQ","Equatorial Guinea",0.84
"019db3df-8583-74d3-86c1-0637746af892","ebo asante","male",0.77,14,"teenager","BJ","Benin",0.78
"019db3df-8583-74d3-86c1-1ce95bba4b44","yeshi awino","female",0.7,12,"child","TZ","Tanzania",0.27
"019db3df-8583-74d3-86c1-23fd9e427b1a","araba owusu","female",0.78,36,"adult","SL","Sierra Leone",0.85
"019db3df-8583-74d3-86c1-2798e64f2d19","ouma kamau","male",0.67,60,"senior","MZ","Mozambique",0.91
"019db3df-8583-74d3-86c1-3bdb9b20e260","kenneth smith","male",0.68,42,"adult","IN","India",0.39
"019db3df-8583-74d3-86c1-506c5d4f23cd","amina bekele","female",0.73,20,"adult","ET","Ethiopia",0.65
"019db3df-8583-74d3-86c1-6c7ca5cf230d","peter agyei","male",0.67,7,"child","GH","Ghana",0.25
"019db3df-8583-74d3-86c1-8c9a5a11bb83","grâce lumumba","female",0.75,38,"adult","CG","Republic of the Congo",0.36
"019db3df-8584-70ef-aa03-3e35482c187e","kunle dossou","male",0.92,40,"adult","GH","Ghana",0.93
"019db3df-8584-70ef-aa03-41ae8c8e3d0f","tesfaye khumalo","male",0.88,90,"senior","RW","Rwanda",0.85
"019db3df-8584-70ef-aa03-4abbb77f794c","bongiwe mhlanga","female",0.75,18,"teenager","ST","São Tomé and Príncipe",0.67
"019db3df-8584-70ef-aa03-5162d374e5ed","bongiwe dube","female",0.94,44,"adult","ZW","Zimbabwe",0.55
"019db3df-8584-70ef-aa03-6f5767e28f90","dieudonné bomboko","male",0.83,76,"senior","TD","Chad",0.44
"019db3df-8584-70ef-aa03-97c5664531fe","william parker","male",0.74,52,"adult","IN","India",0.23
"019db3df-8584-70ef-aa03-ace27770071d","alexis babatunde","male",0.73,70,"senior","BF","Burkina Faso",0.61
"019db3df-8584-70ef-aa03-caadfe4fbe19","yeshi waweru","female",0.65,46,"adult","UG","Uganda",0.21
"019db3df-8584-70ef-aa04-24a5afc85549","didier chukwu","male",0.72,32,"adult","ML","Mali",0.95
"019db3df-8584-70ef-aa04-3d4fa8c93f24","joseph white","male",0.71,58,"adult","JP","Japan",0.56
"019db3df-8584-70ef-aa04-4514352c67ba","parfait tshisekedi","male",0.74,29,"adult","CF","Central African Republic",0.65
"019db3df-8584-70ef-aa04-4e9a7455608b","amara elmi","male",0.87,58,"adult","KE","Kenya",0.35
"019db3df-8584-70ef-aa04-55adfbf7390a","melissa hill","female",0.71,24,"adult","CN","China",0.22
"019db3df-8584-70ef-aa04-5f8ddab62505","aminata asante","female",0.69,65,"senior","SN","Senegal",0.49
"019db3df-8584-70ef-aa04-6350f64c5c97","nompumelelo khumalo","female",0.9,42,"adult","NA","Namibia",0.26
"019db3df-8584-70ef-aa04-73fd5451a6e4","ebo zongo","male",0.72,24,"adult","CI","Côte d'Ivoire",0.14
"019db3df-8584-70ef-aa04-8a4b18d7bfd9","getachew omar","male",0.79,83,"senior","KE","Kenya",0.75
"019db3df-8584-70ef-aa04-8e3eb11818ef","théodore coulibaly","male",0.9,62,"senior","GW","Guinea-Bissau",0.86
"019db3df-8582-74e9-9ff5-4a22dff816ef","favour barro","female",0.99,86,"senior","ML","Mali",0.71
"019db3df-8582-74e9-9ff5-4e46a3769761","ebo adeyemi","male",0.91,29,"adult","NG","Nigeria",0.58
"019db3df-8582-74e9-9ff5-559204ba66d0","hélène lumumba","female",0.75,15,"teenager","CD","DR Congo",0.67
"019db3df-8582-74e9-9ff5-6d3a9adad92e","jeffrey taylor","male",0.89,18,"teenager","FR","France",0.89
"019db3df-8582-74e9-9ff5-7134cb6fc647","kwame tchalla","male",0.76,39,"adult","NG","Nigeria",0.43
"019db3df-8582-74e9-9ff5-a6f9eea82a6b","mark hounsou","male",0.94,41,"adult","CI","Côte d'Ivoire",0.77
"019db3df-8582-74e9-9ff5-a8dd983681b2","thérèse mukendi","female",0.8,49,"adult","TD","Chad",0.43
"019db3df-8582-74e9-9ff5-b0f69e9e87af","kathleen adams","female",0.9,28,"adult","US","United States",0.46
"019db3df-8582-74e9-9ff5-bb0a059a63ba","lindiwe mpofu","female",0.94,90,"senior","ZA","South Africa",0.62
"019db3df-8582-74e9-9ff5-c7e09c48e94a","nandi abdi","female",0.68,34,"adult","MU","Mauritius",0.15
"019db3df-8582-74e9-9ff5-d335570e5824","femi dossou","male",0.92,14,"teenager","GM","Gambia",0.88
"019db3df-8582-74e9-9ff5-dac5ee8dada7","emmanuel afolabi","male",0.87,37,"adult","CI","Côte d'Ivoire",0.52
"019db3df-8582-74e9-9ff5-f369ffebca19","maame eze","female",0.88,32,"adult","SN","Senegal",0.57
"019db3df-8582-74e9-9ff5-fbb86def6cae","lindiwe dube","female",0.76,51,"adult","ZA","South Africa",0.4
"019db3df-8583-74d3-86bf-7240dec19ee5","ali njoroge","male",0.89,5,"child","MW","Malawi",0.57
"019db3df-8583-74d3-86bf-741368044a63","ramatu otieno","female",0.84,28,"adult","MZ","Mozambique",0.23
"019db3df-8583-74d3-86bf-8752bf5a201e","patricia anderson","female",0.76,20,"adult","DE","Germany",0.47
"019db3df-8583-74d3-86bf-94f4a195c11e","moussa segla","male",0.8,19,"teenager","NG","Nigeria",0.56
"019db3df-8583-74d3-86bf-99479f53f05b","faith compaoré","female",0.84,13,"teenager","BF","Burkina Faso",0.89
"019db3df-8583-74d3-86bf-9d234cafac27","ibrahim mthembu","male",0.89,6,"child","TZ","Tanzania",0.66
"019db3df-8583-74d3-86bf-d33720c68d10","calixte compaoré","male",0.98,43,"adult","NG","Nigeria",0.84
"019db3df-8583-74d3-86bf-e3ddcd42f601","laila hajji","female",0.98,52,"adult","TN","Tunisia",0.27
"019db3df-8583-74d3-86bf-e44a6a1fa8b2","amara jama","male",0.8,25,"adult","KE","Kenya",0.63
"019db3df-8583-74d3-86bf-e9d15ae23097","véronique kasavubu","female",0.7,8,"child","CD","DR Congo",0.93
"019db3df-8583-74d3-86bf-fef6399c8ade","getachew abdi","male",0.96,54,"adult","UG","Uganda",0.86
"019db3df-8583-74d3-86c0-22ecedd31b72","sipho ncube","male",0.93,51,"adult","ZA","South Africa",0.29
"019db3df-8583-74d3-86c0-2503d223bd89","paul kabila","male",0.98,18,"teenager","CM","Cameroon",0.81
"019db3df-8583-74d3-86c0-2f41e5e43d17","michelle scott","female",0.89,88,"senior","FR","France",0.48
"019db3df-8583-74d3-86c0-3ca5248cec6c","nokwanda shabalala","female",0.75,41,"adult","ZM","Zambia",0.21
"019db3df-8583-74d3-86c0-5efe04b2fd95","coumba sow","female",0.75,87,"senior","SN","Senegal",0.23
"019db3df-8583-74d3-86c0-729b472df180","maame touré","female",0.82,18,"teenager","GM","Gambia",0.33
"019db3df-8583-74d3-86c0-757d8949fa4a","henri obiang","male",0.89,45,"adult","GQ","Equatorial Guinea",0.48
"019db3df-8583-74d3-86c0-866b0a61039d","gloire ondimba","female",0.97,24,"adult","CM","Cameroon",0.4
"019db3df-8583-74d3-86c0-88fefd63f6e5","anthony hill","male",0.75,21,"adult","GB","United Kingdom",0.38
"019db3df-8583-74d3-86c0-a2cf3a3dfe41","bilkisu hassan","female",0.68,38,"adult","TZ","Tanzania",0.52
"019db3df-8583-74d3-86c0-ac70d298c5e3","paul garcia","male",0.96,33,"adult","US","United States",0.8
"019db3df-8583-74d3-86c0-b0d402e832fe","jennifer roberts","female",0.96,24,"adult","JP","Japan",0.3
"019db3df-8583-74d3-86c0-b910f7e25d67","emmanuel tchalla","male",0.84,12,"child","GH","Ghana",0.45
"019db3df-8583-74d3-86c0-c14a1adb8076","othmane rachidi","male",0.73,58,"adult","MA","Morocco",0.19
"019db3df-8583-74d3-86c0-c6e1aa461a14","rumbidzai nkosi","female",0.82,18,"teenager","ST","São Tomé and Príncipe",0.3
"019db3df-8583-74d3-86c0-e3c5e62cd9d6","innocent kalonji","male",0.77,52,"adult","CM","Cameroon",0.17
"019db3df-8583-74d3-86c0-eb8f269f1b7f","jeffrey thompson","male",0.91,41,"adult","GB","United Kingdom",0.8
"019db3df-8583-74d3-86c0-fa0500f12f9b","zineb amrani","female",0.87,62,"senior","EG","Egypt",0.23
"019db3df-8583-74d3-86c1-089aec1c0b99","amara ndlovu","male",0.87,43,"adult","UG","Uganda",0.94
"019db3df-8583-74d3-86c1-28f18ccf10db","kariuki mwangi","male",0.9,22,"adult","MG","Madagascar",0.49
"019db3df-8583-74d3-86c1-3c9ec0d3550c","ade olawale","male",0.66,36,"adult","NG","Nigeria",0.1
"019db3df-8583-74d3-86c1-43762ab75f7a","anthony young","male",0.96,61,"senior","US","United States",0.3
"019db3df-8583-74d3-86c1-4a602e129b7c","akosua adomou","female",0.65,37,"adult","GH","Ghana",0.56
"019db3df-8583-74d3-86c1-6198041e0e33","ahmed mansouri","male",0.98,84,"senior","MA","Morocco",0.86
"019db3df-8583-74d3-86c1-64bc8b1bd915","rudo ndebele","female",0.77,13,"teenager","ZM","Zambia",0.23
"019db3df-8583-74d3-86c1-75af017d54eb","sekai masondo","female",0.67,41,"adult","ZW","Zimbabwe",0.66
"019db3df-8583-74d3-86c1-7b2b20970f99","desta tadesse","male",0.83,54,"adult","ER","Eritrea",0.53
"019db3df-8583-74d3-86c1-8b6342189ed3","rokhaya dossou","female",0.91,7,"child","BJ","Benin",0.79
"019db3df-8583-74d3-86c1-a0f41014fa74","chisom gbessi","female",0.9,24,"adult","CV","Cape Verde",0.88
"019db3df-8583-74d3-86c1-a5278d751061","cheikh konaté","male",0.97,59,"adult","NG","Nigeria",0.64
"019db3df-8584-70ef-aa03-5d049fc0ad59","ahmed benhammou","male",0.79,58,"adult","MA","Morocco",0.38
"019db3df-8584-70ef-aa03-6b4ed21e841c","chérie mukendi","female",0.79,87,"senior","CD","DR Congo",0.89
"019db3df-8584-70ef-aa03-7744944ce98b","jennifer king","female",0.75,57,"adult","FR","France",0.3
"019db3df-8584-70ef-aa03-7f2b371f74d6","nana sidibé","male",0.93,61,"senior","GN","Guinea",0.65
"019db3df-8584-70ef-aa03-92cdde2a58b4","betty evans","female",0.72,16,"teenager","BR","Brazil",0.56
"019db3df-8584-70ef-aa03-a9e65dbf355f","fatoumata tapsoba","female",0.82,68,"senior","CI","Côte d'Ivoire",0.7
"019db3df-8584-70ef-aa03-baceac005ab9","chidi agbodji","male",0.77,47,"adult","CI","Côte d'Ivoire",0.8
"019db3df-8584-70ef-aa03-c2c6fbc53e95","hyacinthe ondimba","male",0.97,41,"adult","CD","DR Congo",0.78
"019db3df-8584-70ef-aa03-cef3ee54aa65","mengistu ali","male",0.79,72,"senior","UG","Uganda",0.29
"019db3df-8582-74e9-9ff5-429c3a65414e","thandiwe mpofu","female",0.94,48,"adult","ZW","Zimbabwe",0.45
"019db3df-8582-74e9-9ff5-7febe636758d","serge mensah","male",0.9,53,"adult","MR","Mauritania",0.37
"019db3df-8582-74e9-9ff5-81ed4faa51d3","louis eyeghe","male",0.76,51,"adult","CM","Cameroon",0.19
"019db3df-8582-74e9-9ff5-8bbd91c6f521","desta dlamini","male",0.91,90,"senior","ET","Ethiopia",0.67
"019db3df-8582-74e9-9ff5-921416fd65c9","nandi achieng","female",0.83,13,"teenager","KE","Kenya",0.36
"019db3df-8582-74e9-9ff5-980a185aad49","kadiatou tchalla","female",0.86,50,"adult","CI","Côte d'Ivoire",0.13
"019db3df-8582-74e9-9ff5-a1296da594da","tigist abdi","female",0.94,25,"adult","RW","Rwanda",0.67
"019db3df-8582-74e9-9ff5-b41e43e2cafe","arsène camara","male",0.88,15,"teenager","NG","Nigeria",0.45
"019db3df-8582-74e9-9ff5-bed321e51ac6","akua darko","female",0.72,41,"adult","GN","Guinea",0.8
"019db3df-8582-74e9-9ff5-c9a55116bc33","david white","male",0.81,55,"adult","FR","France",0.24
"019db3df-8582-74e9-9ff5-cd6cf6cf5c68","munashe nkosi","male",0.82,22,"adult","ZA","South Africa",0.68
"019db3df-8583-74d3-86bf-83c33b14efaa","khaled tahir","male",0.99,72,"senior","MA","Morocco",0.39
"019db3df-8583-74d3-86bf-91c60a146ca6","fatoumata okafor","female",0.95,45,"adult","SN","Senegal",0.41
"019db3df-8583-74d3-86bf-ab273194fb7a","nyambura cele","female",0.87,50,"adult","TZ","Tanzania",0.56
"019db3df-8583-74d3-86bf-b45d2e66f786","kimani haile","male",0.92,57,"adult","SO","Somalia",0.3
"019db3df-8583-74d3-86bf-db661fb2fb20","lamine mensah","male",0.9,50,"adult","SN","Senegal",0.56
"019db3df-8583-74d3-86bf-dec71be01c61","adaeze gbessi","female",0.75,19,"teenager","NG","Nigeria",0.39
"019db3df-8583-74d3-86bf-f1b68530a716","bongani adhiambo","male",0.85,62,"senior","UG","Uganda",0.91
"019db3df-8583-74d3-86c0-01ed3ddfdcd5","thabo jama","male",0.67,46,"adult","BI","Burundi",0.92
"019db3df-8583-74d3-86c0-061cce8b4017","kobina nikiéma","male",0.88,30,"adult","ML","Mali",0.75
"019db3df-8583-74d3-86c0-195642a12f89","zulai shabalala","female",0.91,39,"adult","TZ","Tanzania",0.2
"019db3df-8583-74d3-86c0-3721980af571","mamadou agyei","male",0.84,49,"adult","ML","Mali",0.77
"019db3df-8583-74d3-86c0-3996addd4950","nokwanda cele","female",0.85,81,"senior","MZ","Mozambique",0.9
"019db3df-8583-74d3-86c0-443f43e1eee8","mpho bekele","male",0.79,77,"senior","SO","Somalia",0.86
"019db3df-8583-74d3-86c0-566df95e9c7a","waweru elmi","male",0.67,21,"adult","TZ","Tanzania",0.23
"019db3df-8583-74d3-86c0-676fae1c6306","thandeka elmi","female",0.73,83,"senior","KE","Kenya",0.17
"019db3df-8583-74d3-86c0-7b6df53eba9f","rachid lamrani","male",0.97,77,"senior","EG","Egypt",0.28
"019db3df-8583-74d3-86c0-7ec30f959101","ahmed amrani","male",0.98,51,"adult","LY","Libya",0.63
"019db3df-8583-74d3-86c0-961854b8850c","jacob thomas","male",0.84,62,"senior","JP","Japan",0.65
"019db3df-8583-74d3-86c0-a57f226248cf","florentine camara","female",0.68,59,"adult","BJ","Benin",0.34
"019db3df-8583-74d3-86c0-d30e218fd7e4","sekai nkomo","female",0.94,29,"adult","ZM","Zambia",0.88
"019db3df-8583-74d3-86c0-d4fc68d66547","ekow afolabi","male",0.91,11,"child","GH","Ghana",0.13
"019db3df-8583-74d3-86c0-dbb8b5e1d1c1","hassan haile","male",0.65,33,"adult","DJ","Djibouti",0.32
"019db3df-8583-74d3-86c0-f36b081eb7e1","cheikh afolabi","male",0.84,47,"adult","BJ","Benin",0.91
"019db3df-8583-74d3-86c0-f7ef64f79376","nokwanda nkosi","female",0.65,26,"adult","TZ","Tanzania",0.48
"019db3df-8583-74d3-86c1-027e3862c7cb","aminata igwe","female",0.95,41,"adult","NG","Nigeria",0.4
"019db3df-8583-74d3-86c1-0c7478621953","george turner","male",0.94,89,"senior","US","United States",0.16
"019db3df-8583-74d3-86c1-10055ca6746a","nompumelelo ncube","female",0.76,57,"adult","AO","Angola",0.22
"019db3df-8583-74d3-86c1-16a4f1d9e04d","coumba sawadogo","female",0.76,50,"adult","GH","Ghana",0.41
"019db3df-8583-74d3-86c1-1b1e9882354f","hervé tapsoba","male",0.87,51,"adult","BJ","Benin",0.64
"019db3df-8583-74d3-86c1-30d834beb4f1","sizwe adhiambo","male",0.78,37,"adult","ET","Ethiopia",0.2
"019db3df-8583-74d3-86c1-346e33b7f6b4","sekai nyoni","female",0.65,42,"adult","LS","Lesotho",0.89
"019db3df-8583-74d3-86c1-5d401e5d7e9a","richard thomas","male",0.67,75,"senior","US","United States",0.63
"019db3df-8583-74d3-86c1-70c12f1e7283","hirut khumalo","female",0.82,20,"adult","KE","Kenya",0.39
"019db3df-8583-74d3-86c1-807ca4e5e953","andrew roberts","male",0.8,55,"adult","IN","India",0.35
"019db3df-8583-74d3-86c1-9d252912b37e","matthew wright","male",0.88,55,"adult","CN","China",0.32
"019db3df-8584-70ef-aa03-2e45df340c6a","tadesse mnguni","male",0.66,61,"senior","KE","Kenya",0.62
"019db3df-8584-70ef-aa03-3185fca524fe","yaa okonkwo","female",0.92,11,"child","SN","Senegal",0.7
"019db3df-8584-70ef-aa03-346417bb16bd","moussa igwe","male",0.82,51,"adult","BJ","Benin",0.31
"019db3df-8584-70ef-aa03-5ab595d62b7c","didier agyei","male",0.73,28,"adult","BJ","Benin",0.7
"019db3df-8584-70ef-aa03-67b6b8eb201e","carol scott","female",0.69,34,"adult","CN","China",0.35
"019db3df-8584-70ef-aa03-71658d44dc81","michael traoré","male",0.7,14,"teenager","ML","Mali",0.83
"019db3df-8584-70ef-aa03-8a3def0b9b7f","mekdes khumalo","female",0.69,80,"senior","ET","Ethiopia",0.62
"019db3df-8584-70ef-aa03-8d942f0c7a09","tadesse tesfaye","male",0.87,44,"adult","ET","Ethiopia",0.74
"019db3df-8584-70ef-aa03-9e099f643b11","alexis igwe","male",0.66,18,"teenager","ML","Mali",0.26
"019db3df-8584-70ef-aa03-a3c233ecd96d","sarah allen","female",0.83,57,"adult","FR","France",0.53
"019db3df-8584-70ef-aa03-a7770b3cc127","zodwa nkosi","female",0.95,15,"teenager","ZM","Zambia",0.49
"019db3df-8584-70ef-aa03-b3ea6ec72e5c","stephanie flores","female",0.76,49,"adult","US","United States",0.31
"019db3df-8584-70ef-aa03-bf756386212a","nokwanda awino","female",0.7,19,"teenager","MG","Madagascar",0.67
"019db3df-8584-70ef-aa03-d3174c507179","sipho nxumalo","male",0.94,10,"child","ZA","South Africa",0.58
"019db3df-8584-70ef-aa03-e26d531f8350","hafsat elmi","female",0.67,18,"teenager","KE","Kenya",0.26
"019db3df-8584-70ef-aa03-e95fd60d9e48","takudzwa mhlanga","male",0.9,45,"adult","ZW","Zimbabwe",0.49
"019db3df-8584-70ef-aa03-ef2441f51bdd","peace adomou","female",0.8,56,"adult","BJ","Benin",0.72
"019db3df-8584-70ef-aa03-f28553a35148","sadiya elmi","female",0.69,7,"child","MZ","Mozambique",0.56
"019db3df-8584-70ef-aa04-9471f2a188cc","susan harris","female",0.91,35,"adult","IN","India",0.47
"019db3df-8584-70ef-aa04-a0d2b6979e26","nadia lamrani","female",0.91,30,"adult","EG","Egypt",0.48
"019db3df-8584-70ef-aa04-bbe6da89cf52","rakiya abebe","female",0.76,21,"adult","RW","Rwanda",0.56
"019db3df-8584-70ef-aa04-c8696ea66f5f","wangari shabalala","female",0.8,29,"adult","MZ","Mozambique",0.58
"019db3df-8584-70ef-aa04-d3dbce71ad13","ali odhiambo","male",0.81,66,"senior","MG","Madagascar",0.53
"019db3df-8584-70ef-aa04-d72146ab7c11","ifeoma amoah","female",0.92,20,"adult","NG","Nigeria",0.92
